ride_id,timestamp,pickup_zone,vehicle_type,hour,is_weekend,weather_severity,traffic_index,distance_km,ride_duration_min,demand,available_drivers,demand_supply_ratio,surge_multiplier,trip_cost
R0003839,2025-02-04 18:54:00,University,Economy,22,1,1.482,1.128,8.72,24.454,45,37,1.2162,1.0908,20.44
R0003840,2025-04-17 13:15:00,South,Comfort,20,0,0.134,1.374,7.489,22.728,44,35,1.2571,1.108,21.08
R0003841,2025-05-08 00:00:00,North,Economy,11,1,1.919,1.375,5.558,19.031,55,59,0.9322,1.0,12.56
R0003842,2025-08-21 16:02:00,University,Economy,13,1,0.041,0.933,16.096,45.142,39,50,0.78,1.0,34.46
R0003843,2025-02-09 12:12:00,Central,Economy,7,0,0.908,1.683,23.429,79.897,71,45,1.5778,1.2427,68.7
R0003844,2025-07-06 15:06:00,Central,Economy,22,0,0.553,1.01,3.461,12.401,53,46,1.1522,1.0639,15.34
R0003845,2025-02-10 14:16:00,South,Economy,11,0,0.398,0.846,17.153,48.936,48,44,1.0909,1.0382,31.84
R0003846,2025-08-15 19:06:00,North,Comfort,18,0,0.327,1.914,5.612,23.804,43,41,1.0488,1.0205,23.83
R0003847,2025-08-22 23:25:00,Tech Park,Premium,8,0,0.985,1.755,6.724,23.713,74,49,1.5102,1.2143,38.49
R0003848,2025-09-08 15:39:00,Airport,Premium,17,0,0.241,1.334,9.075,30.251,78,46,1.6957,1.2922,47.29
R0003849,2025-06-11 16:25:00,South,Economy,5,1,0.347,1.095,18.196,57.503,38,45,0.8444,1.0,36.37
R0003850,2025-06-04 06:24:00,Tech Park,Economy,17,1,0.914,1.988,9.067,32.523,87,36,2.4167,1.595,37.68
R0003851,2025-04-10 14:24:00,University,Economy,1,0,1.433,1.431,9.746,31.875,55,41,1.3415,1.1434,25.4
R0003852,2025-12-05 04:44:00,Central,Comfort,2,0,0.494,0.996,12.421,39.657,50,45,1.1111,1.0467,32.65
R0003853,2025-12-15 12:03:00,Central,Comfort,8,0,1.981,1.818,13.546,50.241,76,52,1.4615,1.1938,62.31
R0003854,2025-02-07 22:29:00,University,Comfort,11,0,0.662,0.947,10.29,30.543,39,31,1.2581,1.1084,30.44
R0003855,2025-12-21 04:54:00,South,Economy,17,0,0.602,1.525,13.593,46.898,61,38,1.6053,1.2542,40.46
R0003856,2025-07-21 21:18:00,Airport,Economy,8,0,3.0,1.971,5.591,25.019,96,48,2.0,1.42,31.41
R0003857,2025-08-12 15:15:00,Airport,Premium,0,0,0.798,0.879,2.992,9.818,41,41,1.0,1.0,11.61
R0003858,2025-09-04 16:21:00,Tech Park,Economy,7,0,2.583,1.935,21.195,79.909,76,33,2.303,1.5473,103.11
R0003859,2025-03-16 10:57:00,South,Comfort,10,0,3.0,2.152,4.39,18.492,70,35,2.0,1.42,34.11
R0003860,2025-12-10 18:14:00,South,Comfort,13,0,0.141,0.951,5.791,14.499,38,43,0.8837,1.0,14.88
R0003861,2025-12-06 16:46:00,University,Economy,15,1,0.236,1.082,6.473,21.827,59,41,1.439,1.1844,19.68
R0003862,2025-05-30 04:57:00,Central,Premium,5,0,0.06,1.303,5.888,18.283,57,40,1.425,1.1785,22.75
R0003863,2025-05-14 15:45:00,Central,Comfort,14,0,1.05,1.519,5.21,16.133,58,62,0.9355,1.0,17.33
R0003864,2025-11-25 11:13:00,South,Comfort,15,0,1.064,1.179,10.024,28.255,37,48,0.7708,1.0,29.26
R0003865,2025-06-26 17:51:00,University,Economy,18,0,0.305,1.763,10.083,33.897,65,20,3.25,1.945,44.63
R0003866,2025-04-10 03:09:00,Central,Economy,12,0,0.013,0.972,10.924,27.93,65,52,1.25,1.105,18.18
R0003867,2025-09-27 05:37:00,Tech Park,Comfort,19,0,0.835,1.612,10.554,35.344,78,43,1.814,1.3419,42.69
R0003868,2025-01-06 21:29:00,Central,Economy,5,0,0.07,0.812,6.177,17.467,51,39,1.3077,1.1292,11.24
R0003869,2025-09-28 17:21:00,Central,Economy,17,0,0.455,1.648,6.171,25.129,72,43,1.6744,1.2833,24.72
R0003870,2025-08-29 08:51:00,University,Economy,1,0,1.102,1.394,14.376,48.134,38,49,0.7755,1.0,34.14
R0003871,2025-06-17 15:24:00,Airport,Economy,2,0,0.645,0.887,5.831,18.407,61,37,1.6486,1.2724,14.95
R0003872,2025-07-21 07:48:00,Airport,Comfort,20,0,1.423,1.755,5.768,24.741,72,38,1.8947,1.3758,31.8
R0003873,2025-07-16 14:16:00,Tech Park,Economy,11,0,0.428,1.017,12.952,32.971,52,48,1.0833,1.035,21.26
R0003874,2025-03-30 08:17:00,Central,Economy,14,0,0.25,1.089,7.689,25.244,52,43,1.2093,1.0879,20.7
R0003875,2025-12-22 01:55:00,North,Economy,14,0,0.195,1.082,5.884,19.668,44,31,1.4194,1.1761,14.15
R0003876,2025-07-02 12:41:00,Tech Park,Economy,16,0,1.077,1.29,5.915,21.925,51,36,1.4167,1.175,16.23
R0003877,2025-06-30 19:34:00,Central,Economy,5,0,0.516,1.434,14.413,44.667,53,46,1.1522,1.0639,31.83
R0003878,2025-08-11 12:04:00,South,Economy,4,0,0.235,0.886,10.722,30.289,35,52,0.6731,1.0,17.26
R0003879,2025-09-15 18:44:00,Central,Economy,1,0,0.799,0.977,8.847,24.937,61,51,1.1961,1.0824,22.47
R0003880,2025-06-21 02:15:00,Airport,Economy,20,0,0.05,1.604,4.09,12.626,61,30,2.0333,1.434,15.16
R0003881,2025-03-19 11:49:00,Tech Park,Economy,5,0,0.593,1.368,8.868,35.081,50,45,1.1111,1.0467,24.0
R0003882,2025-05-31 07:19:00,Central,Economy,13,0,0.728,0.868,6.91,19.518,53,52,1.0192,1.0081,13.68
R0003883,2025-08-15 00:37:00,University,Economy,10,1,0.825,1.758,4.703,20.208,75,40,1.875,1.3675,20.74
R0003884,2025-03-31 19:55:00,University,Economy,3,1,1.991,1.322,5.58,20.762,53,48,1.1042,1.0438,16.84
R0003885,2025-03-07 00:07:00,Tech Park,Comfort,9,1,0.404,1.776,11.392,38.886,80,38,2.1053,1.4642,58.47
R0003886,2025-02-24 01:45:00,Central,Economy,1,0,0.739,1.246,15.384,48.176,57,37,1.5405,1.227,41.84
R0003887,2025-05-14 15:45:00,Central,Economy,4,0,0.855,1.163,4.342,14.826,57,52,1.0962,1.0404,11.82
R0003888,2025-10-12 20:08:00,University,Comfort,3,0,0.522,1.182,4.654,16.587,31,36,0.8611,1.0,16.17
R0003889,2025-06-13 17:25:00,North,Comfort,19,0,0.12,1.453,11.379,39.61,63,36,1.75,1.315,43.13
R0003890,2025-04-23 08:47:00,Tech Park,Economy,13,0,1.169,1.354,6.202,25.213,50,33,1.5152,1.2164,24.63
R0003891,2025-09-02 22:58:00,Tech Park,Economy,22,0,0.012,1.252,10.528,36.287,55,53,1.0377,1.0158,16.0
R0003892,2025-10-17 01:09:00,Central,Comfort,10,0,0.132,1.592,6.157,23.897,64,47,1.3617,1.1519,24.07
R0003893,2025-01-30 17:34:00,Airport,Economy,4,0,0.392,0.997,10.669,34.544,51,48,1.0625,1.0263,20.54
R0003894,2025-12-10 08:38:00,South,Premium,14,0,0.131,0.998,3.649,15.05,28,44,0.6364,1.0,19.17
R0003895,2025-02-06 14:29:00,South,Economy,22,0,0.591,1.249,10.508,32.822,26,48,0.5417,1.0,22.3
R0003896,2025-09-22 00:21:00,Central,Comfort,12,1,1.542,1.27,2.448,5.687,68,41,1.6585,1.2766,7.84
R0003897,2025-01-20 00:05:00,South,Premium,0,0,2.657,1.262,12.922,40.52,40,36,1.1111,1.0467,58.82
R0003898,2025-04-20 16:02:00,Tech Park,Premium,7,0,0.532,1.817,7.624,25.883,77,47,1.6383,1.2681,42.7
R0003899,2025-05-20 04:06:00,Central,Economy,22,1,0.793,0.966,9.901,27.764,66,45,1.4667,1.196,25.95
R0003900,2025-03-13 14:12:00,Central,Comfort,12,0,0.588,1.182,8.85,28.756,36,42,0.8571,1.0,26.12
R0003901,2025-03-15 13:02:00,Tech Park,Economy,22,0,0.503,0.755,3.04,8.463,58,35,1.6571,1.276,9.29
R0003902,2025-05-13 14:05:00,Tech Park,Economy,12,0,0.506,1.11,16.474,52.246,52,46,1.1304,1.0548,34.96
R0003903,2025-10-08 20:24:00,University,Comfort,0,0,2.281,1.398,9.337,32.406,54,42,1.2857,1.12,32.57
R0003904,2025-06-29 10:12:00,Central,Economy,20,0,0.022,1.2,11.775,38.45,73,52,1.4038,1.1696,26.32
R0003905,2025-10-29 04:29:00,University,Comfort,18,1,1.256,1.836,5.005,16.788,70,43,1.6279,1.2637,20.01
R0003906,2025-10-23 09:32:00,Tech Park,Economy,17,1,0.206,1.389,8.868,28.216,76,33,2.303,1.5473,33.84
R0003907,2025-03-31 07:15:00,Tech Park,Economy,23,1,0.438,1.094,3.779,8.561,56,49,1.1429,1.06,7.39
R0003908,2025-06-13 06:08:00,Central,Economy,4,1,0.123,0.948,8.432,26.83,64,60,1.0667,1.028,18.96
R0003909,2025-08-13 11:54:00,Airport,Economy,21,0,0.108,1.303,4.633,20.358,65,42,1.5476,1.23,15.25
R0003910,2025-04-11 22:35:00,North,Economy,5,1,1.43,1.069,42.0,125.0,46,30,1.5333,1.224,98.77
R0003911,2025-06-28 16:33:00,Central,Economy,23,0,0.266,0.874,10.836,32.353,56,39,1.4359,1.1831,23.64
R0003912,2025-04-19 13:20:00,Central,Premium,4,0,0.569,1.279,16.151,51.002,61,40,1.525,1.2205,73.83
R0003913,2025-03-15 04:44:00,University,Comfort,13,1,0.891,1.311,6.772,22.45,44,44,1.0,1.0,21.03
R0003914,2025-01-27 19:50:00,Central,Comfort,18,1,1.986,2.302,9.674,43.069,104,39,2.6667,1.7,79.38
R0003915,2025-08-21 05:08:00,University,Economy,1,1,0.114,0.928,12.781,37.986,50,41,1.2195,1.0922,21.01
R0003916,2025-06-25 20:24:00,North,Economy,1,0,2.093,1.279,4.306,16.414,50,43,1.1628,1.0684,18.64
R0003917,2025-09-27 00:55:00,Tech Park,Comfort,20,0,0.712,1.702,5.366,23.127,73,38,1.9211,1.3868,30.08
R0003918,2025-01-25 16:32:00,Central,Economy,1,0,0.682,1.059,13.262,43.044,57,36,1.5833,1.245,33.8
R0003919,2025-11-02 16:40:00,South,Economy,14,0,0.399,0.967,6.89,21.359,24,43,0.5581,1.0,13.51
R0003920,2025-12-16 02:52:00,South,Premium,22,1,0.336,1.07,5.149,16.972,49,28,1.75,1.315,29.34
R0003921,2025-04-21 05:46:00,University,Economy,14,1,0.055,1.137,5.49,17.209,56,38,1.4737,1.1989,13.35
R0003922,2025-12-22 16:23:00,Central,Premium,11,0,1.641,0.915,3.966,13.812,67,46,1.4565,1.1917,21.61
R0003923,2025-02-26 07:54:00,Central,Economy,10,0,0.1,1.465,2.644,9.304,85,46,1.8478,1.3561,11.17
R0003924,2025-07-13 12:28:00,University,Economy,15,0,0.289,0.8,3.056,10.612,39,43,0.907,1.0,10.06
R0003925,2025-12-07 02:14:00,Airport,Economy,13,0,1.433,1.23,7.966,28.444,48,43,1.1163,1.0488,21.72
R0003926,2025-06-07 03:35:00,South,Premium,12,0,0.493,1.167,11.239,31.976,43,39,1.1026,1.0431,39.49
R0003927,2025-12-06 19:03:00,Airport,Economy,3,1,0.144,1.227,31.044,93.429,50,33,1.5152,1.2164,68.05
R0003928,2025-03-16 04:09:00,Airport,Comfort,15,0,1.185,1.135,7.593,24.294,61,51,1.1961,1.0824,24.06
R0003929,2025-04-15 09:09:00,South,Economy,17,1,0.34,1.63,3.842,16.172,63,36,1.75,1.315,19.47
R0003930,2025-08-23 15:53:00,South,Comfort,17,0,0.284,1.298,7.647,26.247,54,40,1.35,1.147,24.94
R0003931,2025-01-21 13:22:00,South,Economy,1,1,0.107,0.864,11.434,30.677,47,33,1.4242,1.1782,23.82
R0003932,2025-03-28 21:43:00,North,Economy,16,0,0.314,1.094,13.689,44.269,39,42,0.9286,1.0,26.32
R0003933,2025-09-16 16:13:00,Tech Park,Comfort,17,0,0.388,1.375,12.977,47.472,57,36,1.5833,1.245,51.76
R0003934,2025-02-18 08:29:00,University,Comfort,4,0,0.874,1.38,10.644,33.895,42,46,0.913,1.0,31.04
R0003935,2025-05-14 05:48:00,Central,Comfort,20,0,0.229,1.686,8.186,28.414,89,39,2.2821,1.5385,40.84
R0003936,2025-07-23 06:34:00,Central,Economy,12,1,1.681,1.14,11.649,36.724,76,47,1.617,1.2591,33.76
R0003937,2025-10-04 21:37:00,Central,Comfort,11,0,1.466,0.997,4.049,12.954,58,60,0.9667,1.0,11.86
R0003938,2025-07-10 11:20:00,Tech Park,Economy,17,0,1.466,1.684,2.574,13.109,76,37,2.0541,1.4427,16.64
R0003939,2025-01-27 03:44:00,Central,Premium,12,0,0.664,0.958,24.564,72.475,58,46,1.2609,1.1096,84.88
R0003940,2025-08-04 16:55:00,Tech Park,Economy,13,0,1.118,0.982,7.57,22.695,51,39,1.3077,1.1292,19.06
R0003941,2025-06-17 13:13:00,North,Economy,7,0,1.03,1.482,10.419,34.688,64,38,1.6842,1.2874,30.93
R0003942,2025-05-24 19:54:00,South,Economy,22,0,1.336,1.199,1.664,3.245,64,37,1.7297,1.3065,6.19
R0003943,2025-05-02 07:41:00,Tech Park,Economy,23,0,1.444,1.392,18.169,63.251,62,56,1.1071,1.045,45.75
R0003944,2025-10-26 05:38:00,North,Economy,3,0,1.069,1.064,14.669,46.224,34,40,0.85,1.0,31.15
R0003945,2025-08-23 13:38:00,North,Comfort,17,1,1.089,1.826,3.284,13.129,65,30,2.1667,1.49,18.22
R0003946,2025-01-13 16:05:00,Central,Comfort,0,1,1.003,1.122,6.524,21.333,58,46,1.2609,1.1096,21.71
R0003947,2025-09-16 22:44:00,North,Economy,8,1,1.091,1.857,8.993,33.89,69,34,2.0294,1.4324,37.31
R0003948,2025-04-17 06:15:00,Central,Economy,23,1,0.606,0.968,3.876,8.751,62,49,1.2653,1.1114,11.05
R0003949,2025-12-13 06:54:00,Tech Park,Comfort,4,1,0.293,1.103,10.164,28.74,61,41,1.4878,1.2049,35.37
R0003950,2025-06-14 17:09:00,North,Premium,9,0,0.151,1.599,13.806,48.116,51,41,1.2439,1.1024,66.7
R0003951,2025-05-07 22:24:00,Central,Economy,5,1,0.105,1.264,9.284,30.022,54,48,1.125,1.0525,19.12
R0003952,2025-02-14 18:04:00,Central,Premium,17,0,0.171,1.681,3.282,12.893,53,43,1.2326,1.0977,19.55
R0003953,2025-02-17 03:32:00,South,Economy,11,0,1.372,1.293,4.392,19.066,40,48,0.8333,1.0,16.63
R0003954,2025-09-28 03:30:00,University,Comfort,14,1,1.883,1.074,7.257,22.373,57,38,1.5,1.21,28.77
R0003955,2025-12-17 19:42:00,Central,Comfort,22,0,1.046,1.094,6.772,19.999,63,40,1.575,1.2415,23.99
R0003956,2025-05-25 13:20:00,Central,Economy,12,0,0.726,0.987,6.848,21.397,55,52,1.0577,1.0242,16.05
R0003957,2025-07-28 02:47:00,North,Economy,17,0,0.055,1.412,6.716,20.253,57,28,2.0357,1.435,21.52
R0003958,2025-12-15 11:01:00,University,Comfort,2,0,0.508,1.094,2.88,10.425,40,43,0.9302,1.0,9.71
R0003959,2025-12-07 16:43:00,Tech Park,Economy,5,1,0.275,1.093,12.099,35.946,55,47,1.1702,1.0715,25.46
R0003960,2025-09-09 03:55:00,Central,Economy,22,0,0.274,1.1,10.968,34.733,52,46,1.1304,1.0548,20.95
R0003961,2025-10-31 03:48:00,South,Economy,20,0,0.643,1.893,10.353,38.986,51,30,1.7,1.294,42.07
R0003962,2025-07-08 15:49:00,Tech Park,Comfort,15,0,1.04,1.274,9.839,32.015,58,41,1.4146,1.1741,34.24
R0003963,2025-06-29 03:35:00,Tech Park,Economy,9,0,0.583,1.434,6.644,24.597,74,47,1.5745,1.2413,22.99
R0003964,2025-06-09 23:06:00,North,Economy,4,0,3.0,1.576,5.563,21.974,59,39,1.5128,1.2154,24.36
R0003965,2025-02-02 07:46:00,Tech Park,Premium,20,0,0.706,1.782,4.438,21.796,73,42,1.7381,1.31,37.43
R0003966,2025-08-10 13:55:00,South,Comfort,18,0,0.041,1.785,18.149,67.763,52,50,1.04,1.0168,61.35
R0003967,2025-04-20 05:30:00,Central,Economy,5,0,2.294,1.385,7.681,25.75,67,38,1.7632,1.3205,30.16
R0003968,2025-09-19 17:45:00,Airport,Economy,14,0,0.552,1.073,3.116,9.34,36,43,0.8372,1.0,8.34
R0003969,2025-09-13 04:59:00,Central,Economy,14,0,1.874,1.531,7.644,27.884,47,57,0.8246,1.0,23.79
R0003970,2025-04-29 02:44:00,Airport,Economy,11,1,0.101,1.05,2.469,11.98,55,42,1.3095,1.13,10.99
R0003971,2025-09-25 23:03:00,North,Economy,22,0,0.227,0.753,8.903,27.334,44,48,0.9167,1.0,15.13
R0003972,2025-03-04 22:54:00,Tech Park,Economy,2,0,0.167,0.704,8.403,22.187,51,37,1.3784,1.1589,17.37
R0003973,2025-04-02 19:16:00,Tech Park,Economy,6,1,1.342,1.573,5.766,22.024,70,42,1.6667,1.28,22.03
R0003974,2025-09-07 09:11:00,Airport,Economy,2,0,1.634,0.986,4.633,15.369,43,39,1.1026,1.0431,14.3
R0003975,2025-08-22 20:11:00,Airport,Economy,16,0,0.926,1.137,10.584,35.73,39,59,0.661,1.0,26.03
R0003976,2025-11-16 21:42:00,Tech Park,Economy,15,1,0.758,1.295,7.421,25.548,54,45,1.2,1.084,20.15
R0003977,2025-02-07 12:53:00,North,Comfort,23,0,0.049,0.691,2.67,9.123,26,36,0.7222,1.0,9.7
R0003978,2025-09-14 10:00:00,Central,Economy,13,1,0.257,0.852,15.061,40.679,48,56,0.8571,1.0,26.12
R0003979,2025-03-19 22:23:00,Tech Park,Comfort,3,0,0.303,0.83,4.632,16.008,45,41,1.0976,1.041,14.24
R0003980,2025-05-06 02:45:00,Central,Economy,10,1,0.073,1.887,3.762,12.189,65,36,1.8056,1.3383,16.23
R0003981,2025-02-14 17:26:00,Airport,Economy,2,1,0.525,1.458,16.4,55.637,56,53,1.0566,1.0238,39.26
R0003982,2025-04-25 04:25:00,Tech Park,Economy,16,0,0.947,1.038,13.912,41.087,37,45,0.8222,1.0,32.38
R0003983,2025-03-16 05:15:00,South,Economy,16,1,1.223,1.325,6.164,19.734,53,42,1.2619,1.11,17.01
R0003984,2025-07-10 08:30:00,North,Comfort,20,0,1.006,1.787,3.901,16.702,64,36,1.7778,1.3267,22.71
R0003985,2025-03-02 09:48:00,Tech Park,Economy,8,0,0.426,1.576,4.71,17.458,79,33,2.3939,1.5855,17.86
R0003986,2025-07-31 03:33:00,University,Economy,7,0,0.328,1.316,6.107,15.585,66,35,1.8857,1.372,20.74
R0003987,2025-09-20 14:51:00,Airport,Economy,1,0,0.454,1.497,15.164,51.446,41,40,1.025,1.0105,36.01
R0003988,2025-05-26 20:33:00,South,Economy,9,0,0.51,1.315,15.835,50.808,59,33,1.7879,1.3309,46.53
R0003989,2025-12-01 03:53:00,Central,Economy,11,0,0.157,1.067,8.51,29.428,57,37,1.5405,1.227,27.07
R0003990,2025-02-16 20:53:00,North,Economy,18,0,0.349,1.496,11.107,35.661,67,27,2.4815,1.6222,40.21
R0003991,2025-12-19 17:44:00,North,Economy,18,0,0.284,1.783,6.923,30.399,68,35,1.9429,1.396,28.79
R0003992,2025-08-07 09:03:00,North,Economy,3,1,2.08,1.527,4.806,19.475,56,30,1.8667,1.364,24.4
R0003993,2025-05-23 18:53:00,Central,Comfort,6,0,1.315,1.06,3.403,10.932,47,48,0.9792,1.0,11.86
R0003994,2025-01-11 05:27:00,Tech Park,Economy,12,1,0.938,1.027,9.278,27.694,60,44,1.3636,1.1527,19.16
R0003995,2025-11-10 17:14:00,North,Comfort,8,1,0.196,1.306,12.746,40.377,67,32,2.0938,1.4594,54.19
R0003996,2025-12-11 06:23:00,University,Economy,0,1,1.111,1.235,5.866,20.385,60,41,1.4634,1.1946,16.74
R0003997,2025-02-03 09:03:00,Central,Economy,20,0,0.247,1.722,14.926,52.218,68,34,2.0,1.42,48.18
R0003998,2025-04-07 15:10:00,Tech Park,Comfort,17,1,1.122,1.672,6.286,23.063,78,32,2.4375,1.6038,39.32
R0003999,2025-07-27 16:54:00,South,Economy,12,1,0.439,1.035,8.134,22.94,47,34,1.3824,1.1606,15.08
R0004000,2025-05-03 14:56:00,North,Economy,7,1,1.511,2.165,6.879,29.83,59,36,1.6389,1.2683,31.89
R0004001,2025-08-09 22:34:00,Tech Park,Premium,20,1,0.095,1.736,15.334,55.929,72,34,2.1176,1.4694,97.75
R0004002,2025-08-03 20:21:00,Tech Park,Premium,0,0,1.075,1.436,10.186,33.785,47,53,0.8868,1.0,45.32
R0004003,2025-05-30 16:40:00,North,Economy,10,0,1.62,1.438,7.522,25.584,68,29,2.3448,1.5648,32.84
R0004004,2025-09-24 01:08:00,North,Economy,19,1,0.465,1.732,8.102,28.514,70,33,2.1212,1.4709,32.36
R0004005,2025-01-09 05:16:00,South,Comfort,22,0,0.431,1.123,4.039,14.325,42,42,1.0,1.0,15.45
R0004006,2025-08-19 00:09:00,South,Premium,6,1,0.575,0.878,2.274,5.098,40,40,1.0,1.0,10.53
R0004007,2025-05-01 13:05:00,North,Economy,15,0,0.929,0.979,5.799,20.2,38,40,0.95,1.0,14.07
R0004008,2025-03-22 07:49:00,Tech Park,Economy,4,0,0.313,1.017,6.982,22.229,53,34,1.5588,1.2347,17.21
R0004009,2025-01-02 19:47:00,North,Comfort,2,0,0.262,0.806,10.404,28.966,35,43,0.814,1.0,22.91
R0004010,2025-01-11 07:32:00,North,Economy,8,0,2.329,1.826,7.101,28.37,74,45,1.6444,1.2707,32.01
R0004011,2025-10-23 01:05:00,South,Comfort,21,1,0.409,1.541,6.001,22.516,76,36,2.1111,1.4667,30.77
R0004012,2025-11-03 14:48:00,University,Economy,16,0,0.542,1.201,1.535,3.915,43,41,1.0488,1.0205,4.47
R0004013,2025-12-31 14:25:00,Central,Comfort,11,1,0.36,0.938,10.381,33.93,75,47,1.5957,1.2502,38.26
R0004014,2025-11-16 03:28:00,Central,Economy,6,0,0.996,1.099,8.724,22.039,54,48,1.125,1.0525,18.73
R0004015,2025-03-17 21:37:00,Central,Economy,3,1,0.284,1.235,12.153,41.574,57,37,1.5405,1.227,36.7
R0004016,2025-03-17 13:22:00,Tech Park,Economy,6,0,0.499,0.772,7.885,22.482,68,49,1.3878,1.1629,18.72
R0004017,2025-10-09 14:45:00,North,Economy,3,0,1.379,1.289,14.596,49.596,36,44,0.8182,1.0,36.31
R0004018,2025-06-23 11:22:00,North,Economy,4,0,1.231,1.292,5.739,22.734,42,47,0.8936,1.0,16.49
R0004019,2025-11-22 09:22:00,Central,Economy,16,0,0.401,1.147,7.597,23.54,66,46,1.4348,1.1826,15.62
R0004020,2025-01-16 21:32:00,University,Comfort,3,1,0.59,1.016,8.866,26.495,52,42,1.2381,1.1,25.27
R0004021,2025-04-16 06:39:00,North,Economy,1,1,0.209,0.846,11.167,33.113,44,43,1.0233,1.0098,19.9
R0004022,2025-03-16 00:42:00,South,Comfort,13,0,0.589,1.379,9.767,30.481,48,37,1.2973,1.1249,28.88
R0004023,2025-08-25 15:48:00,Airport,Economy,6,0,2.675,1.327,10.101,32.874,53,38,1.3947,1.1658,31.79
R0004024,2025-09-26 07:48:00,Airport,Comfort,10,0,1.161,1.558,9.006,30.971,77,49,1.5714,1.24,39.61
R0004025,2025-04-01 22:23:00,Airport,Economy,3,0,0.207,1.041,6.987,19.395,49,44,1.1136,1.0477,13.73
R0004026,2025-10-30 21:10:00,Central,Economy,5,0,0.076,0.881,12.752,36.155,60,53,1.1321,1.0555,25.0
R0004027,2025-01-25 03:52:00,North,Economy,10,0,0.213,1.778,3.093,14.171,56,40,1.4,1.168,12.6
R0004028,2025-01-04 06:29:00,Central,Economy,16,0,0.13,0.976,5.496,18.821,46,44,1.0455,1.0191,13.11
R0004029,2025-07-30 16:57:00,Central,Comfort,9,1,0.503,1.853,18.644,68.696,82,42,1.9524,1.4,85.99
R0004030,2025-12-13 21:21:00,Airport,Comfort,13,0,1.478,1.347,5.366,18.78,42,47,0.8936,1.0,20.14
R0004031,2025-04-17 03:13:00,Central,Comfort,12,0,0.51,1.022,7.441,22.548,57,51,1.1176,1.0494,22.73
R0004032,2025-08-03 07:00:00,Airport,Comfort,6,0,0.288,1.252,16.665,49.527,60,50,1.2,1.084,50.24
R0004033,2025-11-11 19:34:00,Central,Comfort,6,0,0.411,0.957,7.247,20.015,36,54,0.6667,1.0,17.48
R0004034,2025-02-06 20:28:00,Airport,Premium,10,0,0.91,1.656,4.91,20.589,75,47,1.5957,1.2502,33.82
R0004035,2025-12-16 16:36:00,Tech Park,Comfort,0,0,0.677,1.217,15.016,50.449,47,48,0.9792,1.0,46.73
R0004036,2025-08-15 12:49:00,University,Economy,16,0,0.22,1.08,6.625,19.277,37,51,0.7255,1.0,13.24
R0004037,2025-03-06 17:13:00,South,Economy,14,1,1.167,1.089,6.879,24.429,42,41,1.0244,1.0102,19.13
R0004038,2025-07-05 10:16:00,Airport,Economy,7,1,0.17,1.304,2.614,7.114,65,43,1.5116,1.2149,7.77
R0004039,2025-02-24 18:10:00,University,Comfort,8,1,0.633,1.661,7.242,25.432,65,45,1.4444,1.1867,30.17
R0004040,2025-01-11 23:41:00,University,Economy,7,0,0.353,1.483,11.309,38.676,64,39,1.641,1.2692,34.69
R0004041,2025-03-15 02:15:00,North,Economy,15,0,0.467,1.089,6.129,19.139,39,40,0.975,1.0,16.33
R0004042,2025-11-12 06:27:00,Airport,Comfort,18,0,0.18,1.507,3.839,12.764,66,28,2.3571,1.57,19.45
R0004043,2025-06-19 20:18:00,Tech Park,Economy,2,0,0.596,0.978,5.964,18.964,50,50,1.0,1.0,14.75
R0004044,2025-05-06 03:38:00,University,Economy,9,1,0.155,1.53,5.538,21.762,76,42,1.8095,1.34,20.78
R0004045,2025-04-27 02:37:00,Tech Park,Comfort,0,1,0.326,1.046,6.756,18.157,51,36,1.4167,1.175,17.23
R0004046,2025-12-05 12:28:00,South,Economy,10,0,0.438,1.754,5.843,22.469,69,52,1.3269,1.1373,18.31
R0004047,2025-08-22 20:46:00,South,Economy,5,0,0.225,1.117,19.405,61.82,43,47,0.9149,1.0,36.11
R0004048,2025-12-23 21:34:00,University,Economy,8,0,1.696,2.232,9.173,36.803,50,43,1.1628,1.0684,34.03
R0004049,2025-06-19 15:23:00,Airport,Economy,10,0,0.325,1.634,2.983,10.555,61,45,1.3556,1.1493,9.47
R0004050,2025-09-30 04:16:00,Central,Economy,7,1,0.408,1.502,8.079,26.509,75,35,2.1429,1.48,28.48
R0004051,2025-01-09 00:00:00,Tech Park,Economy,9,0,0.576,1.624,7.599,31.967,70,34,2.0588,1.4447,32.85
R0004052,2025-09-06 08:05:00,Central,Economy,18,0,0.103,1.671,14.984,56.781,67,53,1.2642,1.1109,42.99
R0004053,2025-10-01 10:46:00,North,Comfort,19,0,0.052,1.74,7.129,26.01,52,35,1.4857,1.204,28.32
R0004054,2025-11-17 17:06:00,Central,Economy,0,0,0.439,1.32,7.017,26.359,56,51,1.098,1.0412,16.27
R0004055,2025-05-09 20:53:00,Central,Economy,9,0,0.069,1.379,21.642,70.084,76,48,1.5833,1.245,57.26
R0004056,2025-07-24 09:00:00,Airport,Economy,20,1,0.768,1.919,4.315,17.042,70,29,2.4138,1.5938,22.04
R0004057,2025-08-31 06:38:00,South,Economy,12,0,0.801,1.136,12.046,35.493,26,39,0.6667,1.0,26.98
R0004058,2025-09-25 23:34:00,North,Economy,4,0,0.767,0.971,8.046,20.581,41,63,0.6508,1.0,15.34
R0004059,2025-11-03 15:15:00,South,Economy,14,0,1.093,1.16,5.897,18.129,37,36,1.0278,1.0117,14.59
